dip;dipDir;centreX;centreY;centreZ;traceX;traceY;phi_b;phi_r;JRC;JSC;asperity;simgaC;cohesion;tension; jointType
90;90;831;1110;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1030;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;950;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;870;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;790;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;710;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;630;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1350;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1430;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1510;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1590;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1670;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1750;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1830;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1910;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;1990;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;2080;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;2250;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;2330;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;2410;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;2490;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;2560;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;90;831;2630;-800;10000;10000;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE parallel;
90;0.0;1850;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular bottom 1769;
90;0.0;1930;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
90;0.0;2010;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
90;0.0;2090;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
90;0.0;1690;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
90;0.0;1610;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular mid 1549;
90;0.0;1470;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular ;
90;0.0;1390;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular ;
90;0.0;1310;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular upper 1225;
90;0.0;1140;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
90;0.0;1060;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
90;0.0;980;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
90;0.0;900;1163;-860;10000;1500;40;40;0;0;0;0;0.787e+06;0.076e+06;1; 		SLOPE PROFILE perpendicular;
